ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
460196,Female,0.0,35,1.0,5.0,9.0,2,2.0,Cat_6,D
460206,Female,1.0,39,1.0,3.0,0.0,2,2.0,Cat_6,A
460211,Male,1.0,28,,0.0,6.0,2,1.0,Cat_6,A
460212,Male,1.0,35,1.0,3.0,11.0,2,6.0,Cat_6,D
460214,Female,1.0,45,1.0,2.0,0.0,0,2.0,Cat_6,C
460222,Female,,73,1.0,7.0,4.0,1,,Cat_6,C
460223,Male,0.0,52,0.0,3.0,1.0,2,1.0,Cat_6,A
460227,Male,0.0,28,0.0,5.0,0.0,2,3.0,Cat_6,D
460242,Male,1.0,38,1.0,5.0,9.0,2,3.0,Cat_6,D
460243,Female,0.0,42,1.0,3.0,8.0,2,1.0,Cat_6,A
460247,Female,0.0,26,0.0,1.0,9.0,2,,Cat_6,D
460248,Female,0.0,27,1.0,5.0,7.0,2,2.0,Cat_6,D
460252,Male,1.0,41,1.0,0.0,0.0,2,2.0,Cat_6,B
460263,Male,1.0,41,1.0,0.0,1.0,2,2.0,Cat_6,B
460265,Male,1.0,47,1.0,4.0,0.0,1,4.0,Cat_6,C
460270,Male,0.0,35,1.0,1.0,8.0,2,1.0,Cat_6,A
460272,Female,0.0,88,1.0,7.0,0.0,2,1.0,Cat_6,A
460275,Female,0.0,46,1.0,0.0,6.0,2,1.0,Cat_6,A
460276,Female,1.0,41,1.0,0.0,3.0,2,2.0,Cat_6,B
460281,Female,0.0,30,1.0,1.0,10.0,2,5.0,Cat_6,D
460283,Male,1.0,43,1.0,1.0,12.0,2,2.0,Cat_6,A
460284,Female,0.0,29,1.0,3.0,9.0,2,2.0,Cat_6,D
460287,Male,1.0,48,1.0,0.0,1.0,2,1.0,Cat_6,B
460289,Female,1.0,61,1.0,0.0,4.0,0,6.0,Cat_4,C
460298,Female,0.0,51,1.0,7.0,2.0,2,1.0,Cat_6,D
460303,Female,0.0,38,1.0,0.0,2.0,2,1.0,,A
460305,Female,,49,1.0,3.0,0.0,1,1.0,Cat_6,B
460306,Female,0.0,43,1.0,5.0,9.0,2,1.0,Cat_6,D
460310,Male,0.0,27,0.0,5.0,14.0,2,4.0,Cat_6,D
460315,Female,0.0,35,0.0,1.0,14.0,2,6.0,Cat_7,D
460319,Female,1.0,39,0.0,1.0,4.0,0,2.0,Cat_7,A
460322,Female,1.0,52,0.0,2.0,9.0,2,,Cat_6,A
460323,Female,0.0,38,1.0,2.0,10.0,2,1.0,Cat_6,A
460324,Female,0.0,30,1.0,3.0,12.0,2,2.0,Cat_6,D
460327,Female,0.0,43,1.0,0.0,10.0,2,1.0,Cat_6,A
460333,Female,0.0,42,0.0,3.0,10.0,2,4.0,Cat_6,D
460336,Female,0.0,46,1.0,0.0,2.0,2,1.0,Cat_7,A
460340,Female,0.0,47,1.0,0.0,11.0,2,2.0,Cat_6,A
460341,Female,0.0,32,0.0,3.0,13.0,2,5.0,Cat_7,D
460344,Female,1.0,53,1.0,0.0,11.0,0,2.0,Cat_6,C
460346,Female,1.0,43,1.0,0.0,12.0,0,,Cat_6,C
460348,Female,0.0,39,1.0,0.0,0.0,2,2.0,Cat_6,A
460349,Male,,42,1.0,0.0,3.0,0,2.0,Cat_6,C
460354,Female,0.0,37,1.0,0.0,3.0,2,1.0,Cat_3,A
460356,Male,0.0,19,0.0,5.0,0.0,2,4.0,Cat_6,D
460358,Male,0.0,30,0.0,8.0,1.0,2,1.0,Cat_3,D
460361,Female,1.0,49,1.0,0.0,0.0,2,1.0,Cat_4,B
460362,Male,1.0,55,1.0,5.0,0.0,2,3.0,Cat_4,A
460365,Female,1.0,59,1.0,1.0,1.0,2,2.0,Cat_4,B
460369,Female,1.0,46,1.0,0.0,,2,2.0,Cat_6,B
460370,Female,1.0,27,1.0,4.0,9.0,1,2.0,Cat_6,D
460371,Female,0.0,25,1.0,0.0,1.0,2,2.0,Cat_6,A
460378,Female,0.0,37,1.0,1.0,1.0,2,1.0,Cat_6,A
460379,Male,0.0,38,1.0,0.0,9.0,2,3.0,Cat_6,A
460380,Male,0.0,29,1.0,3.0,9.0,2,3.0,Cat_6,D
460381,Male,0.0,28,1.0,0.0,11.0,2,2.0,Cat_6,A
460384,Female,1.0,27,1.0,8.0,8.0,2,2.0,Cat_6,D
460387,Female,0.0,42,0.0,3.0,3.0,2,2.0,Cat_6,D
460388,Female,0.0,43,1.0,0.0,14.0,2,2.0,Cat_6,A
460389,Female,1.0,40,1.0,5.0,8.0,0,2.0,Cat_6,B
460390,Male,0.0,41,1.0,0.0,9.0,2,3.0,Cat_6,A
460392,Male,1.0,46,0.0,3.0,8.0,2,1.0,Cat_1,A
460394,Female,0.0,32,1.0,5.0,9.0,2,3.0,Cat_6,D
460397,Female,0.0,56,1.0,3.0,1.0,2,1.0,Cat_6,A
460399,Male,0.0,28,1.0,8.0,12.0,2,1.0,Cat_6,D
460401,Female,0.0,25,1.0,0.0,0.0,2,3.0,Cat_7,A
460404,Male,1.0,42,1.0,0.0,6.0,2,7.0,Cat_6,C
460405,Female,0.0,41,1.0,3.0,5.0,2,2.0,Cat_6,A
460406,Male,1.0,36,1.0,5.0,3.0,2,2.0,Cat_6,D
460408,Female,0.0,42,1.0,0.0,2.0,2,1.0,Cat_6,A
460409,Female,0.0,42,1.0,0.0,8.0,2,4.0,Cat_6,A
460415,Female,0.0,55,1.0,3.0,1.0,2,2.0,Cat_6,A
460422,Male,1.0,52,1.0,3.0,1.0,1,,Cat_6,C
460431,Female,0.0,47,1.0,2.0,1.0,2,1.0,Cat_6,A
460434,Male,,57,1.0,0.0,2.0,1,3.0,Cat_6,C
460437,Female,0.0,26,1.0,0.0,8.0,2,1.0,Cat_6,A
460440,Female,0.0,28,0.0,0.0,5.0,2,2.0,Cat_6,D
460443,Female,0.0,37,1.0,1.0,0.0,2,1.0,Cat_6,A
460447,Male,,89,0.0,7.0,0.0,2,1.0,Cat_3,A
460449,Male,0.0,25,0.0,8.0,2.0,2,1.0,Cat_3,D
460450,Male,1.0,50,1.0,4.0,1.0,1,4.0,Cat_4,C
460453,Female,0.0,42,1.0,1.0,5.0,2,1.0,Cat_6,A
460454,Male,0.0,48,1.0,0.0,,2,1.0,Cat_6,A
460457,Female,0.0,37,1.0,3.0,9.0,2,,Cat_3,A
460459,Female,0.0,30,0.0,2.0,1.0,2,5.0,Cat_3,D
460460,Male,1.0,26,0.0,3.0,2.0,2,4.0,Cat_3,D
460467,Female,1.0,47,1.0,0.0,,0,2.0,Cat_6,C
460470,Male,0.0,36,0.0,5.0,,2,4.0,Cat_4,D
460476,Male,1.0,53,0.0,1.0,,0,4.0,Cat_3,A
460477,Male,0.0,30,0.0,3.0,1.0,2,6.0,Cat_3,D
460484,Female,0.0,20,0.0,5.0,4.0,2,7.0,Cat_3,D
460485,Female,0.0,19,0.0,8.0,8.0,2,5.0,Cat_3,D
460489,Male,0.0,19,0.0,5.0,9.0,2,6.0,Cat_3,D
460492,Female,0.0,37,0.0,8.0,12.0,2,,Cat_3,D
460495,Male,0.0,20,0.0,5.0,0.0,2,6.0,Cat_3,D
460504,Male,,39,0.0,4.0,,0,3.0,Cat_3,A
460505,Female,0.0,26,1.0,2.0,1.0,2,3.0,Cat_3,D
460507,Male,0.0,31,0.0,1.0,0.0,2,4.0,Cat_3,D
460508,Male,1.0,31,1.0,5.0,2.0,1,3.0,Cat_3,D
460518,Female,1.0,41,1.0,2.0,9.0,0,3.0,Cat_3,B
460522,Female,1.0,32,0.0,6.0,,0,2.0,Cat_4,D
460541,Female,1.0,42,1.0,6.0,0.0,0,3.0,Cat_3,B
460542,Female,1.0,89,0.0,7.0,1.0,2,,Cat_3,A
460545,Male,1.0,78,0.0,7.0,1.0,1,3.0,Cat_3,A
460546,Female,1.0,65,1.0,7.0,1.0,2,2.0,Cat_3,A
460547,Female,1.0,48,1.0,6.0,0.0,0,,Cat_3,B
460549,Male,0.0,36,1.0,0.0,8.0,2,2.0,Cat_3,A
460550,Female,1.0,55,1.0,0.0,0.0,0,4.0,Cat_3,C
460551,Male,1.0,52,1.0,2.0,0.0,0,2.0,Cat_3,C
460555,Male,1.0,52,1.0,6.0,7.0,0,3.0,Cat_3,B
460556,Female,1.0,41,1.0,,1.0,2,1.0,Cat_3,A
460558,Female,1.0,36,1.0,2.0,,2,1.0,Cat_3,A
460561,Female,0.0,37,0.0,2.0,7.0,2,1.0,Cat_3,A
460563,Female,0.0,40,0.0,5.0,1.0,2,2.0,Cat_1,D
460566,Male,1.0,38,1.0,6.0,,0,2.0,Cat_3,B
460571,Male,0.0,25,0.0,1.0,0.0,2,3.0,Cat_3,D
460572,Female,0.0,33,1.0,2.0,1.0,2,4.0,Cat_3,D
460574,Male,0.0,26,1.0,0.0,1.0,2,1.0,Cat_3,A
460582,Female,0.0,28,0.0,3.0,0.0,2,1.0,Cat_3,D
460583,Male,0.0,18,0.0,8.0,0.0,2,6.0,Cat_3,D
460585,Male,0.0,52,0.0,3.0,0.0,2,3.0,Cat_3,D
460586,Male,0.0,26,1.0,5.0,0.0,2,2.0,Cat_3,D
460588,Male,0.0,18,0.0,5.0,0.0,2,4.0,Cat_3,D
460597,Female,0.0,20,0.0,8.0,1.0,2,2.0,Cat_3,D
460598,Female,1.0,36,1.0,1.0,0.0,0,3.0,Cat_3,B
460605,Male,1.0,27,1.0,1.0,8.0,0,2.0,Cat_4,B
460606,Male,0.0,21,0.0,5.0,,2,5.0,Cat_7,D
460612,Male,0.0,27,1.0,3.0,8.0,2,4.0,Cat_3,D
460615,Female,0.0,28,1.0,5.0,,2,,Cat_3,D
460618,Male,1.0,63,1.0,7.0,,2,4.0,Cat_3,C
460619,Male,0.0,48,1.0,3.0,,2,,Cat_3,A
460621,Male,1.0,80,1.0,7.0,1.0,2,2.0,Cat_3,A
460622,Female,1.0,71,1.0,7.0,7.0,1,3.0,Cat_3,C
460626,Male,1.0,47,0.0,1.0,8.0,1,4.0,Cat_6,A
460627,Female,0.0,22,0.0,,1.0,2,4.0,Cat_3,D
460633,Male,1.0,35,1.0,,,1,2.0,Cat_3,B
460634,Female,0.0,40,0.0,3.0,,2,6.0,Cat_3,D
460637,Female,0.0,18,0.0,5.0,,2,,Cat_3,D
460638,Female,0.0,26,1.0,0.0,0.0,2,4.0,Cat_3,A
460639,Female,1.0,73,1.0,7.0,,2,5.0,Cat_1,C
460640,Male,1.0,86,,7.0,,2,1.0,Cat_3,A
460645,Female,0.0,37,0.0,1.0,1.0,2,2.0,Cat_3,A
460646,Male,1.0,59,1.0,3.0,,2,,Cat_3,A
460653,Female,0.0,28,0.0,6.0,8.0,2,1.0,Cat_4,D
460656,Female,1.0,29,1.0,0.0,9.0,2,3.0,Cat_6,A
460658,Female,1.0,37,1.0,8.0,7.0,0,3.0,Cat_6,B
460659,Female,1.0,46,1.0,8.0,,0,3.0,Cat_6,B
460660,Male,0.0,39,,3.0,6.0,2,1.0,Cat_6,A
460661,Female,0.0,33,0.0,6.0,8.0,2,1.0,Cat_6,D
460668,Female,0.0,32,1.0,1.0,,2,2.0,Cat_3,A
460678,Female,0.0,32,0.0,1.0,6.0,2,2.0,Cat_3,D
460686,Female,,25,0.0,6.0,8.0,2,1.0,Cat_3,D
460687,Female,1.0,48,1.0,6.0,9.0,0,2.0,Cat_3,B
460691,Female,0.0,27,0.0,6.0,8.0,2,1.0,Cat_3,D
460702,Female,0.0,49,1.0,0.0,1.0,2,1.0,Cat_6,A
460703,Female,1.0,33,1.0,2.0,8.0,0,5.0,Cat_4,B
460706,Female,0.0,33,0.0,2.0,7.0,2,6.0,Cat_4,D
460708,Male,1.0,39,1.0,0.0,0.0,2,3.0,Cat_6,B
460716,Male,1.0,50,1.0,3.0,0.0,0,4.0,Cat_6,B
460719,Female,1.0,84,1.0,7.0,0.0,2,,Cat_3,A
460720,Female,1.0,46,1.0,0.0,0.0,0,2.0,Cat_6,C
460722,Male,1.0,31,0.0,3.0,0.0,0,3.0,Cat_3,D
460726,Male,1.0,57,1.0,0.0,3.0,0,2.0,Cat_6,C
460727,Male,1.0,73,0.0,4.0,1.0,1,4.0,Cat_3,A
460729,Male,1.0,36,1.0,3.0,9.0,2,4.0,Cat_6,A
460733,Male,0.0,53,1.0,8.0,2.0,2,4.0,Cat_6,D
460734,Male,1.0,41,1.0,3.0,9.0,0,,Cat_2,B
460738,Female,0.0,53,0.0,2.0,0.0,2,,Cat_7,A
460740,Male,1.0,35,1.0,0.0,2.0,0,3.0,Cat_6,C
460743,Male,1.0,62,1.0,0.0,0.0,0,3.0,Cat_6,C
460746,Male,0.0,23,0.0,8.0,0.0,2,3.0,Cat_6,D
460763,Male,0.0,51,1.0,0.0,1.0,2,2.0,Cat_6,A
460769,Female,1.0,83,0.0,7.0,1.0,1,2.0,Cat_6,A
460780,Female,0.0,26,1.0,5.0,0.0,2,2.0,Cat_3,D
460783,Male,1.0,86,1.0,7.0,1.0,2,1.0,Cat_6,A
460785,Male,0.0,26,1.0,5.0,0.0,2,4.0,Cat_7,D
460789,Male,1.0,42,1.0,4.0,0.0,2,3.0,Cat_6,A
460794,Female,1.0,41,1.0,6.0,9.0,2,1.0,Cat_6,D
460796,Male,1.0,67,0.0,7.0,0.0,2,3.0,Cat_6,A
460802,Male,1.0,68,1.0,7.0,1.0,1,2.0,Cat_6,C
460811,Female,1.0,45,0.0,2.0,0.0,1,2.0,Cat_6,A
460813,Female,1.0,86,0.0,7.0,0.0,1,2.0,Cat_6,A
460815,Male,1.0,62,1.0,0.0,0.0,1,2.0,Cat_3,C
460822,Male,1.0,42,1.0,0.0,1.0,2,2.0,Cat_6,B
460825,Male,0.0,26,1.0,1.0,0.0,2,3.0,Cat_4,D
460828,Male,0.0,48,0.0,3.0,1.0,2,1.0,Cat_6,A
460830,Male,1.0,40,0.0,3.0,3.0,0,5.0,Cat_2,A
460831,Male,0.0,20,0.0,5.0,0.0,2,4.0,Cat_6,D
460837,Female,0.0,25,1.0,0.0,1.0,2,1.0,Cat_5,A
460838,Male,0.0,37,1.0,0.0,1.0,2,,Cat_6,A
460840,Male,1.0,77,1.0,7.0,1.0,2,1.0,Cat_6,A
460844,Male,1.0,50,1.0,5.0,,2,2.0,Cat_6,A
460846,Female,0.0,22,0.0,8.0,0.0,2,4.0,Cat_6,D
460847,Male,0.0,26,1.0,0.0,1.0,2,3.0,Cat_6,A
460851,Male,1.0,71,0.0,1.0,0.0,0,3.0,Cat_6,C
460855,Male,1.0,50,1.0,0.0,,2,2.0,Cat_6,B
460857,Male,0.0,29,0.0,3.0,1.0,2,1.0,Cat_4,D
460859,Male,1.0,51,1.0,3.0,,2,4.0,Cat_6,A
460860,Male,1.0,52,1.0,0.0,6.0,0,4.0,Cat_6,C
460861,Male,0.0,20,0.0,5.0,1.0,2,3.0,Cat_3,D
460866,Male,0.0,26,1.0,1.0,0.0,2,9.0,Cat_4,C
460870,Male,0.0,37,1.0,5.0,,2,,Cat_4,D
460871,Female,0.0,33,1.0,5.0,,2,,Cat_6,D
460872,Female,1.0,39,1.0,0.0,0.0,2,2.0,Cat_4,B
460877,Female,1.0,53,0.0,0.0,1.0,0,5.0,Cat_6,C
460878,Male,1.0,49,0.0,3.0,0.0,0,4.0,Cat_6,B
460882,Male,0.0,21,0.0,5.0,0.0,2,2.0,Cat_3,D
460888,Male,1.0,39,0.0,6.0,8.0,2,1.0,Cat_6,D
460891,Female,1.0,38,0.0,0.0,2.0,0,4.0,Cat_3,A
460897,Male,0.0,22,0.0,5.0,4.0,2,4.0,Cat_6,D
460898,Male,1.0,52,0.0,0.0,2.0,0,4.0,Cat_6,C
460899,Male,0.0,40,1.0,3.0,,2,3.0,Cat_6,A
460901,Male,0.0,20,0.0,1.0,8.0,2,3.0,Cat_6,D
460902,Male,0.0,41,1.0,4.0,1.0,2,3.0,Cat_6,D
460905,Male,0.0,30,1.0,0.0,1.0,2,1.0,Cat_3,A
460906,Female,1.0,89,1.0,7.0,1.0,1,3.0,Cat_6,C
460907,Male,1.0,83,0.0,7.0,1.0,1,3.0,Cat_6,A
460923,Male,1.0,53,1.0,0.0,0.0,0,3.0,Cat_6,C
460924,Male,0.0,31,0.0,1.0,1.0,2,5.0,Cat_2,D
460928,Male,1.0,48,1.0,0.0,1.0,0,4.0,Cat_6,C
460934,Female,0.0,29,0.0,1.0,0.0,2,2.0,Cat_6,D
460935,Male,1.0,87,1.0,7.0,0.0,2,1.0,Cat_6,A
460945,Male,0.0,19,0.0,2.0,4.0,2,7.0,Cat_6,D
460953,Male,1.0,60,0.0,3.0,1.0,2,2.0,Cat_6,A
460961,Male,0.0,23,0.0,5.0,1.0,2,2.0,Cat_3,D
460962,Male,1.0,61,1.0,4.0,9.0,1,4.0,Cat_6,C
460963,Female,0.0,27,1.0,0.0,1.0,2,3.0,Cat_6,A
460968,Male,1.0,32,0.0,1.0,14.0,0,2.0,Cat_3,A
460975,Male,1.0,79,,7.0,0.0,1,2.0,Cat_6,C
460976,Male,0.0,19,0.0,5.0,1.0,2,4.0,Cat_6,D
460977,Male,1.0,42,1.0,4.0,0.0,1,3.0,Cat_4,B
460979,Male,1.0,76,0.0,7.0,1.0,2,1.0,Cat_6,D
460981,Female,1.0,41,0.0,8.0,1.0,0,2.0,Cat_6,D
460984,Male,1.0,38,1.0,3.0,0.0,0,4.0,Cat_6,B
460988,Male,1.0,43,1.0,3.0,0.0,0,3.0,Cat_4,B
460989,Male,0.0,19,0.0,5.0,1.0,2,3.0,Cat_1,D
460991,Female,0.0,28,1.0,5.0,1.0,2,3.0,Cat_7,D
460993,Male,1.0,56,1.0,0.0,0.0,0,4.0,Cat_6,C
460999,Male,0.0,28,1.0,2.0,0.0,2,3.0,Cat_3,D
461000,Male,1.0,60,0.0,8.0,1.0,1,2.0,Cat_3,A
461001,Female,0.0,55,1.0,0.0,0.0,2,,Cat_3,B
461015,Male,1.0,35,1.0,3.0,1.0,0,2.0,Cat_3,B
461016,Male,0.0,25,0.0,5.0,5.0,2,5.0,Cat_3,D
461022,Male,1.0,71,1.0,0.0,1.0,2,1.0,Cat_3,B
461023,Male,1.0,65,0.0,7.0,,1,2.0,Cat_3,A
461024,Male,1.0,74,1.0,7.0,1.0,2,1.0,Cat_6,A
461028,Female,0.0,20,0.0,5.0,5.0,2,4.0,Cat_4,D
461029,Male,1.0,43,0.0,3.0,9.0,2,2.0,Cat_4,A
461034,Female,0.0,20,0.0,8.0,3.0,2,6.0,Cat_3,D
461037,Male,1.0,40,1.0,5.0,,1,5.0,Cat_3,B
461038,Female,1.0,46,1.0,2.0,0.0,1,5.0,Cat_3,C
461041,Female,1.0,65,0.0,7.0,1.0,1,7.0,Cat_3,B
461042,Male,0.0,21,0.0,5.0,0.0,2,,Cat_4,D
461043,Male,1.0,50,0.0,5.0,1.0,2,7.0,Cat_4,D
461044,Male,0.0,18,0.0,5.0,0.0,2,5.0,Cat_4,D
461049,Female,1.0,61,1.0,1.0,1.0,2,7.0,Cat_7,C
461050,Male,1.0,49,1.0,,1.0,1,3.0,Cat_6,C
461053,Male,1.0,39,0.0,4.0,,1,4.0,Cat_3,D
461059,Female,1.0,52,0.0,7.0,1.0,1,2.0,Cat_6,D
461060,Male,1.0,56,1.0,4.0,0.0,1,5.0,Cat_6,C
461065,Male,1.0,55,1.0,4.0,,2,6.0,Cat_3,B
461071,Male,1.0,42,0.0,2.0,1.0,0,5.0,Cat_3,A
461078,Female,0.0,33,0.0,6.0,0.0,2,6.0,Cat_3,D
461082,Male,0.0,19,0.0,5.0,8.0,2,4.0,Cat_1,D
461085,Female,0.0,27,0.0,2.0,1.0,2,1.0,Cat_3,D
461093,Female,1.0,38,1.0,0.0,1.0,0,4.0,Cat_3,C
461099,Female,0.0,38,0.0,0.0,1.0,2,4.0,Cat_3,D
461111,Female,1.0,43,1.0,1.0,8.0,2,1.0,Cat_6,A
461114,Male,1.0,53,1.0,0.0,1.0,0,4.0,Cat_3,C
461116,Male,1.0,33,0.0,4.0,4.0,1,4.0,Cat_3,D
461118,Female,0.0,30,1.0,5.0,7.0,2,,Cat_3,D
461119,Female,0.0,22,0.0,5.0,6.0,2,3.0,Cat_3,D
461121,Male,0.0,33,0.0,1.0,0.0,2,4.0,Cat_3,D
461124,Male,0.0,21,0.0,5.0,1.0,2,8.0,Cat_4,D
461127,Male,0.0,20,0.0,5.0,1.0,2,5.0,Cat_4,D
461128,Male,0.0,19,0.0,5.0,7.0,2,3.0,Cat_6,D
461129,Female,1.0,58,1.0,3.0,1.0,0,4.0,Cat_6,B
461131,Male,1.0,67,1.0,0.0,1.0,1,,Cat_6,C
461145,Female,1.0,36,1.0,3.0,1.0,2,2.0,Cat_3,A
461152,Female,0.0,30,0.0,6.0,8.0,2,,Cat_3,D
461154,Male,0.0,23,0.0,6.0,1.0,2,4.0,Cat_3,D
461158,Female,0.0,42,1.0,3.0,1.0,2,,Cat_3,A
461162,Female,0.0,37,0.0,8.0,8.0,2,3.0,Cat_3,D
461163,Female,1.0,58,0.0,3.0,9.0,2,4.0,Cat_3,A
461168,Female,1.0,26,0.0,2.0,7.0,0,2.0,Cat_3,D
461169,Male,0.0,39,1.0,3.0,9.0,2,2.0,Cat_3,A
461174,Female,0.0,23,0.0,8.0,,2,4.0,Cat_3,D
461177,Male,1.0,41,0.0,4.0,8.0,0,4.0,Cat_1,A
461178,Male,1.0,26,0.0,3.0,0.0,2,3.0,Cat_3,D
461179,Female,1.0,25,0.0,2.0,3.0,2,3.0,Cat_3,A
461181,Male,0.0,19,0.0,5.0,,2,4.0,Cat_3,D
461183,Male,0.0,36,0.0,4.0,0.0,2,5.0,Cat_3,D
461187,Male,0.0,29,0.0,5.0,9.0,2,4.0,Cat_3,D
461197,Male,0.0,26,0.0,8.0,1.0,2,1.0,Cat_3,D
461198,Female,0.0,78,1.0,7.0,,2,1.0,Cat_6,A
461201,Female,0.0,55,1.0,0.0,,2,1.0,Cat_6,B
461205,Male,0.0,26,1.0,5.0,,2,3.0,Cat_2,D
461211,Female,0.0,46,1.0,3.0,0.0,2,1.0,Cat_6,A
461214,Male,0.0,29,0.0,5.0,0.0,2,4.0,Cat_6,D
461215,Female,0.0,36,1.0,0.0,10.0,2,1.0,Cat_6,A
461218,Male,1.0,27,0.0,4.0,1.0,2,6.0,Cat_6,D
461220,Female,0.0,29,0.0,4.0,8.0,2,3.0,Cat_6,D
461221,Female,0.0,25,0.0,8.0,1.0,2,4.0,Cat_6,D
461225,Female,0.0,30,0.0,8.0,10.0,2,6.0,Cat_6,D
461226,Male,1.0,45,1.0,,1.0,2,2.0,Cat_6,A
461230,Female,0.0,21,0.0,4.0,0.0,2,,Cat_3,D
461232,Female,1.0,41,1.0,4.0,,1,,Cat_3,B
461233,Male,1.0,38,1.0,3.0,,2,,Cat_3,A
461236,Female,0.0,28,1.0,5.0,9.0,2,1.0,Cat_6,D
461237,Male,0.0,33,1.0,1.0,1.0,2,5.0,Cat_2,A
461241,Male,1.0,31,1.0,5.0,7.0,2,2.0,Cat_6,D
461242,Male,1.0,45,1.0,5.0,0.0,2,2.0,Cat_6,A
461243,Male,1.0,47,1.0,8.0,0.0,2,5.0,Cat_6,C
461248,Female,0.0,39,0.0,5.0,0.0,2,1.0,Cat_6,D
461251,Female,0.0,47,1.0,8.0,1.0,2,,Cat_6,D
461252,Female,1.0,53,1.0,1.0,0.0,2,1.0,Cat_3,A
461256,Male,0.0,27,0.0,1.0,1.0,2,4.0,Cat_4,D
461257,Male,1.0,37,1.0,2.0,1.0,0,2.0,Cat_4,B
461258,Female,1.0,62,1.0,0.0,1.0,0,3.0,Cat_4,C
461262,Female,0.0,29,0.0,2.0,0.0,2,7.0,Cat_4,D
461263,Female,1.0,51,1.0,0.0,0.0,2,1.0,Cat_4,B
461265,Male,0.0,30,0.0,8.0,1.0,2,6.0,Cat_4,D
461269,Male,0.0,18,0.0,3.0,0.0,2,4.0,Cat_4,D
461274,Female,1.0,87,1.0,7.0,,1,2.0,Cat_6,C
461276,Male,1.0,68,1.0,8.0,0.0,2,2.0,Cat_7,C
461277,Male,1.0,84,1.0,7.0,5.0,2,1.0,Cat_6,A
461281,Male,0.0,22,0.0,5.0,2.0,2,9.0,Cat_2,D
461286,Female,0.0,22,0.0,1.0,2.0,2,4.0,Cat_6,D
461289,Male,0.0,21,0.0,5.0,1.0,2,3.0,Cat_6,D
461292,Female,1.0,89,0.0,7.0,,1,2.0,Cat_3,A
461297,Male,1.0,73,0.0,7.0,0.0,1,2.0,Cat_6,A
461299,Female,1.0,75,1.0,7.0,0.0,1,2.0,Cat_6,C
461303,Female,0.0,20,0.0,1.0,6.0,2,4.0,Cat_2,D
461308,Male,0.0,22,0.0,5.0,1.0,2,2.0,Cat_6,D
461309,Female,0.0,22,0.0,5.0,0.0,2,4.0,Cat_6,D
461313,Male,1.0,63,1.0,0.0,0.0,0,,Cat_6,C
461314,Male,1.0,46,1.0,0.0,1.0,0,3.0,Cat_6,C
461319,Male,1.0,58,0.0,0.0,0.0,0,2.0,Cat_6,C
461320,Female,0.0,41,1.0,0.0,1.0,2,3.0,Cat_6,A
461322,Male,1.0,42,1.0,0.0,0.0,0,2.0,Cat_6,C
461323,Female,1.0,43,1.0,5.0,6.0,0,2.0,Cat_6,B
461324,Female,0.0,49,1.0,0.0,3.0,2,1.0,Cat_6,A
461326,Female,0.0,40,1.0,0.0,0.0,2,1.0,Cat_6,A
461335,Male,1.0,53,0.0,4.0,8.0,1,2.0,Cat_6,A
461340,Male,1.0,36,1.0,0.0,4.0,0,2.0,Cat_7,C
461346,Male,1.0,50,1.0,0.0,8.0,2,2.0,Cat_6,B
461348,Male,1.0,42,1.0,5.0,1.0,2,1.0,Cat_6,A
461350,Male,0.0,30,0.0,5.0,0.0,2,4.0,Cat_2,D
461352,Male,0.0,29,0.0,5.0,2.0,2,5.0,Cat_2,D
461356,Male,0.0,28,1.0,3.0,1.0,2,2.0,Cat_6,D
461357,Male,0.0,27,1.0,5.0,1.0,2,4.0,Cat_6,D
461363,Male,0.0,49,1.0,0.0,0.0,2,1.0,Cat_6,A
461366,Male,0.0,32,1.0,5.0,1.0,2,1.0,Cat_6,D
461370,Male,0.0,25,1.0,1.0,1.0,2,3.0,Cat_6,D
461377,Female,1.0,63,1.0,0.0,,2,1.0,Cat_6,B
461378,Female,0.0,42,1.0,0.0,8.0,2,1.0,Cat_6,A
461379,Male,0.0,31,1.0,5.0,1.0,2,,Cat_5,D
461383,Male,1.0,71,1.0,0.0,0.0,1,2.0,Cat_6,C
461388,Male,0.0,20,0.0,5.0,,2,5.0,Cat_2,D
461397,Male,0.0,22,0.0,5.0,1.0,2,4.0,Cat_6,D
461402,Female,0.0,29,1.0,3.0,1.0,2,5.0,Cat_6,D
461408,Male,1.0,47,1.0,8.0,0.0,2,3.0,Cat_6,D
461421,Male,1.0,43,1.0,0.0,,0,3.0,Cat_6,C
461423,Male,0.0,32,1.0,0.0,1.0,2,3.0,Cat_4,A
461426,Male,1.0,47,1.0,0.0,7.0,0,2.0,Cat_6,C
461428,Male,0.0,46,1.0,0.0,0.0,2,1.0,Cat_6,A
461432,Female,1.0,41,1.0,0.0,1.0,0,2.0,Cat_6,C
461437,Male,1.0,37,1.0,3.0,0.0,0,2.0,Cat_6,B
461439,Male,1.0,40,1.0,0.0,0.0,0,2.0,Cat_6,C
461441,Male,1.0,60,1.0,0.0,0.0,0,4.0,Cat_6,C
461442,Male,1.0,46,1.0,0.0,0.0,0,6.0,Cat_2,C
461454,Female,1.0,36,1.0,0.0,6.0,1,4.0,Cat_7,C
461456,Female,0.0,38,0.0,8.0,0.0,2,1.0,Cat_6,D
461457,Female,1.0,32,0.0,1.0,0.0,2,5.0,Cat_6,A
